row_id,company_id,memory_type,statement,source,source_id,status_before,status_after,first_seen_at,last_seen_at,closed_at,cleanup_timestamp,approval_id
419,ACCENT GROUP,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:22+00:00,2026-05-04T08:24:22+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1737,ENDV,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:30+00:00,2026-05-05T04:20:30+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1738,COH,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:30+00:00,2026-05-05T04:20:30+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1739,WES,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:31+00:00,2026-05-05T04:20:31+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1740,WBC,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:32+00:00,2026-05-05T04:20:32+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1741,KEYP,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:32+00:00,2026-05-05T04:20:32+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1742,GCMC,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:32+00:00,2026-05-05T04:20:32+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1743,MARINO,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:33+00:00,2026-05-05T04:20:33+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1744,CLAR,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:33+00:00,2026-05-05T04:20:33+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1745,WIN,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:33+00:00,2026-05-05T04:20:33+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1746,LIVN,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:33+00:00,2026-05-05T04:20:33+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1747,SKT,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:33+00:00,2026-05-05T04:20:33+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1748,VCE,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:34+00:00,2026-05-05T04:20:34+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1749,SN,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:34+00:00,2026-05-05T04:20:34+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1750,LION,catalyst,Atlassian's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:34+00:00,2026-05-05T04:20:34+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
709,ASX,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:12+00:00,2026-05-04T08:25:12+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
710,TXT,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:12+00:00,2026-05-04T08:25:12+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
711,XTX,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
712,A2M,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
713,END,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
714,COH,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
715,WES,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
716,BHP,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
718,WBC,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
719,KEY,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
720,GCM,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
721,MAR,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
722,CLT,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
723,WIN,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:13+00:00,2026-05-04T08:25:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
724,SKT,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:14+00:00,2026-05-04T08:25:14+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
725,VCE,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:14+00:00,2026-05-04T08:25:14+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
726,SNW,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:14+00:00,2026-05-04T08:25:14+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
727,LON,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:14+00:00,2026-05-04T08:25:14+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
728,PET,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:15+00:00,2026-05-04T08:25:15+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
729,STK,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:15+00:00,2026-05-04T08:25:15+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
730,INDE,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:15+00:00,2026-05-04T08:25:15+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
731,PETT,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:15+00:00,2026-05-04T08:25:15+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
732,C79,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:15+00:00,2026-05-04T08:25:15+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
733,A2 MILK,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:15+00:00,2026-05-04T08:25:15+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
734,ACCENT GROUP,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:15+00:00,2026-05-04T08:25:15+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1640,ENDV,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:12+00:00,2026-05-05T04:19:12+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1641,KEYP,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:13+00:00,2026-05-05T04:19:13+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1642,GCMC,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:14+00:00,2026-05-05T04:19:14+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1643,MARINO,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:14+00:00,2026-05-05T04:19:14+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1644,CLAR,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:14+00:00,2026-05-05T04:19:14+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1645,LIVN,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:14+00:00,2026-05-05T04:19:14+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1646,SN,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:15+00:00,2026-05-05T04:19:15+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1647,LION,observed_fact,"NAB's half-year results were not good, showing very little growth",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:15+00:00,2026-05-05T04:19:15+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
555,ASX,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:46+00:00,2026-05-04T08:24:46+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
556,TXT,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:46+00:00,2026-05-04T08:24:46+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
557,XTX,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:47+00:00,2026-05-04T08:24:47+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
558,A2 MILK,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:47+00:00,2026-05-04T08:24:47+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
559,ENDEAVOR GROUP,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:47+00:00,2026-05-04T08:24:47+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
561,NAB,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:47+00:00,2026-05-04T08:24:47+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
562,BHP,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:47+00:00,2026-05-04T08:24:47+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
563,KEY PETROLEUM,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:47+00:00,2026-05-04T08:24:47+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
564,GCM CORPORATION,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:47+00:00,2026-05-04T08:24:47+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
565,MARINO AND CO,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:47+00:00,2026-05-04T08:24:47+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
566,CLARITY,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:47+00:00,2026-05-04T08:24:47+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
567,WIN MEDALS,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:47+00:00,2026-05-04T08:24:47+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
568,AXEN GROUP,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:47+00:00,2026-05-04T08:24:47+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
569,STRICKLAND METALS,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:48+00:00,2026-05-04T08:24:48+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
570,LION TOWN,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:48+00:00,2026-05-04T08:24:48+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
571,IMRO,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:49+00:00,2026-05-04T08:24:49+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
572,PENINSULA,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:49+00:00,2026-05-04T08:24:49+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
573,BRAIN CHIP,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:49+00:00,2026-05-04T08:24:49+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
574,VERITUS,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:49+00:00,2026-05-04T08:24:49+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
575,PETTIMED,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:49+00:00,2026-05-04T08:24:49+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
576,IMPEDIMED,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:49+00:00,2026-05-04T08:24:49+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
577,INDE,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:49+00:00,2026-05-04T08:24:49+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
578,PETT,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:49+00:00,2026-05-04T08:24:49+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
579,C79,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:49+00:00,2026-05-04T08:24:49+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
580,A2M,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:50+00:00,2026-05-04T08:24:50+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
581,ACCENT GROUP,risk,AI fears for ATLASSIAN,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:50+00:00,2026-05-04T08:24:50+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
69,ASX,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:23:30+00:00,2026-05-04T08:23:30+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
70,TXT,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:23:30+00:00,2026-05-04T08:23:30+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
71,XTX,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:23:30+00:00,2026-05-04T08:23:30+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
